AMC,Top1_Issuer_Pct,Top3_Issuer_Pct,Top5_Issuer_Pct,Top10_Issuer_Pct,Top1_ISIN_Pct,Top5_ISIN_Pct,Top10_ISIN_Pct,Issuer_HHI,ISIN_HHI,Unique_Issuers,Unique_ISINs
ABSLF,24.979583330934286,40.55280814797434,53.48261062422866,72.96793297471964,9.718859884565973,27.5414757947478,37.800626084991606,0.09396316093682656,0.024756584737754373,55,224
HDFC,18.909697393127274,31.21194628208374,41.93913769399035,63.67264782950163,6.875027508176183,17.308557569307563,24.47548011190158,0.06411144482963045,0.013334919168218795,63,228
ICICI,15.919705721878108,38.19797716054287,54.0447755478519,70.13654644458809,6.0674296102720575,20.002556117734844,29.684166485505497,0.07196550323869841,0.01534152743196718,59,199
KOTAK,18.693625543785277,37.038503126661375,49.7864665105944,65.2861284087529,9.032810908097993,20.86360410107664,31.174394093682373,0.06978670853745984,0.0206574099696939,49,122
NIPPON,14.551249010428094,23.91347740909619,32.415295511317474,52.17394159454106,8.12636709456477,25.990413595454147,45.670154511327375,0.04985058549138035,0.03488745417499957,34,48
SBI,9.823110779429458,23.68219135205758,35.35393556445667,56.58511848658823,9.823110779429458,23.905376801481246,37.216176500886654,0.04483196329020381,0.02475369498005409,42,101
